"ZCTA5CE10","pc_park"
"16319",23.935
"16321",20.956
"16322",49.647
"16323",6.86
"16326",0
"16327",16.856
"16328",0
"16329",66.036
"97216",6.949
"97217",26.785
"97218",4.878
"97219",27.1
"97220",5.765
"97221",12.124
"97222",15.884
"97223",13.26
"97224",26.258
"97225",9.413
"97227",37.741
"97229",20.632
"97230",26.103
"97231",34.717
"97232",7.697
"97233",4.966
"97236",25.306
"39078",0
"39079",0.141
"39082",0
"39083",4.175
"39086",1.873
"39088",58.012
"39090",1.25
"39092",25.932
"39094",7.258
"39095",2.074
"39096",2.568
"39097",0.333
"39108",2.659
"39110",1.49
"39111",0.105
"39113",0
"39114",0
"39115",0
"39116",0
"39117",29.892
"39119",0
"39120",11.606
"39140",0
"39144",5.082
"39145",0
"39146",0
"39149",0
"39150",1.541
"39152",42.506
"39153",19.87
"39154",1.075
"39156",1.167
"39157",5.382
"39159",10.575
"39160",0
"39162",0.015
"39166",7.311
"08861",3.138
"08863",0.817
"08865",9.275
"08867",3.495
"08869",5.048
"08872",7.354
"08873",26.659
"08876",8.348
"08879",21.547
"08880",18.833
"08882",8.751
"08884",5.052
"08886",6.165
"08887",7.294
"16423",7.851
"16424",29.118
"16426",0.261
"16427",0
"16428",1.471
"16433",4.111
"16434",0.96
"16435",6.643
"16436",12.76
"16438",4.543
"16440",0
"16441",5.918
"16442",6.574
"16443",1.959
"16444",0
"16501",1.48
"16502",1.524
"16503",1.491
"16504",1.312
"16505",18.74
"16506",1.588
"28468",11.959
"28469",0.405
"28470",0.247
"28472",1.419
"28478",0.392
"28479",3.181
"28480",0.522
"28501",0.086
"28504",0.51
"28508",0
"28510",0
"28511",17.812
"28512",7.964
"28513",0.012
"28515",5.029
"28516",1.801
"28518",0
"28519",0
"28520",23.857
"28521",0
"28523",0.085
"28524",0
"28525",0
"28526",0
"28527",3.551
"34445",5.442
"44613",4.057
"62712",2.024
"23901",3.244
"23909",0
"44614",5.541
"34446",16.982
"23915",1.624
"44615",1.406
"34448",54.934
"23917",1.37
"44618",0.049
"23919",0.006
"34449",28.285
"44620",1.116
"44621",0.2
"62801",0.285
"23920",0.001
"34450",3.72
"62803",0
"23921",2.904
"62806",0.195
"34452",31.645
"62807",0.293
"23922",3.007
"62808",0
"62809",0
"23923",0
"62810",7.584
"62811",0
"34453",22.293
"44622",3.042
"44624",0.72
"44625",3.404
"34461",29.987
"23924",0.018
"80473",46.408
"80475",73.13
"71269",1.663
"71270",0.293
"71272",0
"71275",0
"71276",0
"71277",0.897
"71279",0
"71280",2.356
"71282",12.07
"71286",0.247
"71291",19.593
"71292",0.289
"71295",3.542
"71301",0.504
"71302",4.706
"71303",19.358
"71316",52.307
"71322",1.555
"71323",0
"71325",1.953
"71326",0
"71327",0.054
"71328",17.172
"71331",0.021
"71333",0
"71334",6.598
"71336",1.031
"71339",0
"71340",9.957
"71341",1.485
"71342",0.699
"71343",22.561
"71345",0
"36482",0.301
"36483",55.14
"36502",1.99
"36505",0.007
"36507",5.307
"36509",31.607
"36511",1.836
"36512",2.986
"36513",1.873
"36518",0
"36521",0.125
"36522",8.885
"36523",4.4
"36524",15.558
"36525",20.468
"36526",0.217
"36527",6.34
"36528",5.862
"36529",0
"36530",0.909
"36532",4.335
"36535",2.181
"36538",0.485
"36539",0
"36540",1.679
"36541",9.352
"36542",17.242
"36543",0
"36544",4.242
"36545",4.607
"36548",0.192
"36549",10.624
"36550",0.194
"36551",0.127
"36553",9.555
"36555",5.892
"22436",0
"22437",1.357
"22438",0
"49684",7.504
"22443",1.85
"22448",2.532
"22454",0
"22460",2.697
"22469",0
"49686",24.73
"49688",8.851
"22473",0.133
"22476",0
"22480",0
"49689",56.577
"22482",2.189
"49690",26.263
"49701",19.39
"49705",53.54
"49706",17.45
"22485",3.121
"22488",0.094
"22503",2.101
"22504",0
"49707",17.262
"22508",7.28
"22509",0
"22511",0
"22514",0
"49709",46.631
"49710",4.581
"22520",3.082
"22529",0
"22530",0
"22534",0
"22535",1.075
"49712",8.333
"66031",0
"66032",0.203
"66033",0
"66035",0
"66039",0
"66040",5.58
"66041",0
"66042",0
"66043",0.14
"66044",7.044
"66045",0
"66046",0.975
"66047",13.698
"66048",0.451
"66049",8.31
"66050",2.586
"66052",0
"66053",1.729
"66054",0
"66056",0
"66058",0
"66060",0
"66061",7.5
"45154",0.913
"45155",0
"45156",0
"45157",0.43
"45158",0
"45159",4.513
"98926",22.258
"98929",100
"98930",0.395
"98932",0.445
"98933",0.004
"98934",3.95
"98935",2.028
"98936",8.146
"98937",87.362
"98938",6.661
"98939",0
"98940",85.062
"98941",2.812
"98942",36.904
"98943",9.691
"98944",23.533
"98946",15.528
"98947",12.957
"98948",1.194
"98950",21.826
"98951",1.819
"98952",0.403
"98953",16.158
"85701",5.532
"92055",1.178
"85704",2.137
"92056",11.891
"92057",6.737
"85705",5.324
"92058",6.2
"92059",0.722
"92060",71.494
"85706",2.66
"85707",2.409
"92061",2.068
"85708",1.341
"92064",16.179
"85710",1.798
"92065",32.515
"85711",1.656
"92066",43.276
"92067",4.174
"85712",5.415
"92069",2.888
"92070",40.562
"85713",39.341
"92071",6.246
"85714",9.008
"92075",19.374
"85715",7.55
"92078",6.436
"84630",49.922
"72046",2.801
"72047",0
"72048",71.157
"84631",27.075
"72051",0
"84632",35.015
"73507",28.476
"73520",0
"72055",8.161
"72057",0
"84633",12.327
"84634",8.852
"84635",16.53
"72058",0.412
"72059",37.155
"84636",0.413
"72060",1.694
"72061",0
"84637",57.212
"84638",38.95
"72063",8.533
"84639",47.264
"84640",12.504
"72064",14.081
"72065",1.054
"84642",31.873
"84643",45.069
"84645",48.25
"72067",28.519
"77354",0.031
"77355",0.269
"77356",36.942
"77357",12.481
"77358",24.675
"77359",3.93
"79051",1.21
"79052",0
"79053",0
"79054",0
"79056",0
"79057",0
"79058",0
"79059",0
"79061",0
"79062",0
"79063",0
"79064",0
"79065",0.096
"79068",0.007
"79070",0.098
"79072",0.188
"79078",26.502
"79079",0.001
"79080",0
"79081",0.034
"79082",0
"79083",0.342
"79084",0.003
"16331",0
"16332",0
"16333",71.661
"16334",5.213
"16335",4.278
"16340",19.168
"16341",6.736
"16342",30.476
"16343",3.452
"16344",0.348
"16345",15.525
"16346",0.199
"16347",69.076
"16350",0
"16351",59.817
"16352",11.557
"16353",29.083
"16354",5.79
"16360",9.335
"16361",0
"16362",1.162
"64129",12.528
"58631",1.211
"58632",7.795
"97239",28.535
"97266",12.733
"97267",16.088
"97301",9.7
"97302",18.935
"97303",12.089
"97304",9.096
"97305",0.388
"97306",9.731
"97317",0.112
"97321",14.472
"97322",1.056
"97324",59.613
"97325",4.792
"97326",12.761
"97327",7.519
"97329",54.682
"97330",7.683
"97331",0
"97333",18.132
"97338",6.911
"97341",15.289
"97342",96.597
"97343",36.119
"97344",23.349
"97345",4.11
"97346",41.921
"97347",20.024
"97348",3.846
"97350",92.045
"97351",16.708
"97352",15.282
"97355",4.614
"97357",21.51
"97358",61.728
"97360",34.192
"97361",14.083
"97362",0.046
"39167",0
"39168",0
"39169",16.357
"39170",0
"39174",0
"39175",1.216
"39176",0
"39177",0
"39179",0
"39180",0.241
"39183",0.898
"39189",0.259
"39191",0.716
"39192",0
"39193",0
"39194",13.478
"39201",0
"39202",0.824
"39203",0.999
"39204",1.099
"39206",0.46
"39208",0.355
"39209",1.103
"39211",0.304
"39212",0.844
"39213",1.673
"39216",23.651
"39217",0
"39218",0.282
"39232",1.095
"08889",9.91
"08890",32.014
"08901",7.466
"08902",12.538
"08904",13.732
"32040",3.231
"48036",3.647
"38620",3.128
"40059",3.719
"40060",0
"40062",0
"40063",0
"38621",0.416
"38622",0
"38623",0
"38625",0
"48038",8.133
"48039",3.088
"16507",0.947
"16508",0.95
"16509",0.593
"16510",4.636
"16511",2.037
"16546",0
"16563",0
"16601",12.764
"16602",3.802
"16611",24.766
"16613",7.829
"16616",26.265
"16617",0.967
"16619",90.379
"16620",1.961
"16621",4.01
"16622",48.838
"16623",0.673
"28528",0.291
"28529",0
"28530",0.017
"28531",4.009
"28532",37.852
"28533",0
"28537",4.262
"28538",0.405
"28539",3.966
"28540",1.801
"28543",1.747
"28544",3.798
"28546",1.511
"28547",0.121
"28551",0.167
"28552",5.36
"28553",0.032
"28554",0
"28555",31.249
"44626",14.982
"44627",0
"44628",0.8
"23927",0.003
"34465",1.089
"62812",0.386
"38024",4.339
"38028",0
"38029",0
"38030",10.788
"38034",5.16
"38036",0
"38037",0
"38039",1.326
"38040",2.292
"38041",17.966
"38042",0
"38044",0
"38046",2.277
"38047",0
"38049",0
"38050",0
"38052",0
"38053",11.079
"71346",6.289
"71350",4.635
"71351",25.339
"71353",0.536
"71354",0.367
"71355",19.385
"71356",0
"71357",18.382
"71358",0
"71360",9.932
"71362",0
"71366",2.536
"71367",8.661
"71368",13.814
"71369",0
"71371",0.593
"71373",31.184
"71375",0
"71377",0
"71378",0.024
"71401",0
"71403",9.437
"71404",6.454
"71405",13.326
"71406",0
"71407",48.453
"71409",14.159
"71410",0
"71411",15.463
"36556",0.196
"36558",0.051
"36559",0.298
"36560",2.134
"36561",18.214
"36562",4.719
"36564",0.137
"36567",9.647
"36568",0
"36569",0.064
"36571",15.143
"36572",1.475
"36574",1.855
"36575",0.041
"36576",0.122
"36578",0
"36579",4.181
"36580",0.206
"36581",1.323
"36582",1.109
"36583",0
"36584",0
"22538",9.852
"49713",50.803
"22539",0
"22542",0
"49715",58.446
"49716",24.333
"49717",0
"49718",44.642
"22546",0.028
"22548",0
"49719",18.763
"49720",5.76
"22551",3.223
"22553",14.221
"49721",26.416
"49722",0.192
"22554",6.557
"49724",15.727
"49725",16.737
"22556",0.4
"49726",32.572
"22560",1.538
"22567",0
"49727",12.627
"49728",62.549
"45160",4.025
"45162",3.662
"45164",0
"45166",0
"45167",0.004
"45168",0
"68057",0.605
"68058",0
"68059",0.005
"68061",0.038
"68062",0
"68063",0
"68064",2.18
"68065",1.613
"68066",2.22
"68067",0
"68068",0
"68069",3.926
"68070",0.452
"68071",0
"99001",25.908
"99003",2.884
"99004",10.295
"99005",0.113
"99006",1.452
"99008",0
"99009",2.795
"99011",1.821
"99012",0.008
"99013",0.399
"99016",5.839
"99017",0.957
"99018",0.028
"99019",22.976
"99020",0
"99021",17.327
"99022",0.155
"99023",0.003
"99025",5.442
"99026",7.835
"99027",6.815
"99029",0.519
"99030",1.867
"99031",0.139
"99032",8.601
"99033",0.737
"99034",0
"99036",0.867
"85716",13.099
"92081",8.357
"85718",39.411
"92082",10.414
"92083",4.693
"85719",1.779
"85723",2.129
"85724",0
"85726",0
"85730",54.316
"92084",1.221
"85735",18.819
"92086",63.804
"92091",0.58
"85736",12.52
"85737",46.034
"92101",13.481
"85739",8.599
"92102",14.298
"85741",6.021
"92103",10.452
"85742",7.58
"85743",26.33
"92104",15.662
"85745",52.034
"92105",12.899
"85746",3.371
"92106",6.531
"85747",12.338
"85748",2.999
"92107",10.098
"85749",50.395
"92108",6.22
"85750",10.606
"85755",18.53
"92109",53.586
"85756",0.391
"79085",0
"79086",0
"79087",2.942
"79088",0.01
"79091",42.69
"79092",0
"79093",0
"79094",15.462
"79095",0.016
"79096",0
"79097",0
"79098",0
"79101",2.975
"79102",1.108
"79103",7.564
"79104",0.621
"22205",10.275
"22206",12.141
"37188",0.031
"37189",1.064
"43213",7.46
"59761",65.921
"22207",11.766
"37190",0.591
"22209",16.027
"49651",29.238
"37191",4.106
"22211",12.752
"43214",6.508
"37201",22.949
"22213",9.079
"22214",0
"59762",86.668
"49653",2.388
"49654",83.962
"22301",7.567
"22302",10.132
"49655",12.188
"22303",6.232
"37203",9.837
"49656",49.057
"64130",11.998
"58634",49.195
"64131",7.237
"58636",6.637
"64132",35.616
"58638",0.373
"64133",0.746
"64134",23.728
"64136",5.083
"58639",0.001
"64137",0.889
"58640",7.017
"58641",0
"64138",4.417
"64139",2.963
"64145",10.642
"58642",0
"97364",0
"97365",5.106
"97366",7.813
"97367",36.641
"97368",47.827
"97369",1.576
"97370",24.175
"97371",6.425
"97373",0
"97374",6.713
"97375",9.71
"97376",56.32
"97377",2.134
"97378",14.688
"97380",20.319
"97381",3.203
"97383",12.423
"97384",100
"97385",10.987
"97386",8.589
"97388",13.284
"97389",0.02
"97390",84.448
"97391",25.496
"97392",5.467
"97394",59.184
"97396",14.505
"97401",12.979
"39269",0
"39272",0
"39301",2.472
"39305",5.941
"39307",0.197
"39309",0
"39320",3.729
"39322",0
"39323",0
"39325",8.581
"39326",0
"39327",0
"39328",0
"39330",0
"39332",0
"39335",0
"39336",13.56
"39337",0
"39338",18.904
"39339",12.038
"39341",0.018
"39342",0
"39345",0.06
"39346",5.317
"39347",0
"39348",0
"38626",0
"48040",4.79
"32043",9.204
"38627",6.81
"32044",5.067
"03908",11.034
"03909",3.189
"03910",0.805
"03911",0
"04001",0.57
"04002",25.324
"04003",0.735
"04005",4.681
"04006",0.008
"04008",13.08
"04009",1.968
"04010",11.482
"04011",2.008
"04015",3.04
"04017",1.583
"04019",4.497
"04020",0
"16624",0
"16625",7.775
"16627",9.16
"16630",17.79
"16631",0
"16633",0
"16634",13.298
"16635",16.689
"16636",46.737
"16637",0.003
"16638",0
"16639",28.558
"16640",29.324
"16641",14.423
"16645",0
"16646",0.039
"16647",60.623
"16648",16.321
"28556",1.431
"28557",2.047
"28560",5.683
"28562",18.949
"28570",38.252
"28571",0.552
"28572",0
"54729",2.496
"54730",1.373
"54731",0.127
"54732",10.965
"54733",0.237
"54734",0.468
"54736",5.351
"54737",4.815
"54738",2.356
"54739",6.723
"54740",0.276
"54741",33.074
"54742",5.779
"54745",21.145
"54746",30.398
"54747",1.265
"54748",0.368
"54749",0.096
"54750",0.971
"54751",4.913
"54754",47.323
"54755",1.568
"54756",22.176
"54757",11.584
"54758",2.402
"54759",5.193
"54760",0
"54761",0.324
"54762",0.008
"54763",1.074
"54765",0
"54766",9.51
"54767",1.26
"38054",0
"38057",10.132
"38058",2.472
"38059",1.886
"38060",0
"38061",11.987
"38063",18.72
"38066",2.558
"38067",0
"38068",0
"38069",3.724
"38070",0
"38075",10.257
"38076",4.07
"38077",0
"38080",11.778
"38103",12.836
"38104",3.072
"38105",1.795
"38106",32.561
"38107",1.1
"38108",1.98
"38109",3.826
"38111",2.948
"38112",8.334
"38114",2.59
"38115",7.121
"38116",0.761
"71414",0
"71416",29.526
"71417",8.037
"71418",20.464
"71419",0
"71422",0.214
"71423",57.7
"71424",69.305
"71425",0
"71426",0
"71427",11.594
"71429",0.204
"71430",19.575
"71432",65.921
"71433",11.228
"71435",0.003
"71438",3.813
"71439",2.576
"71441",0.003
"71446",7.837
"71447",3.267
"71449",0.037
"71450",0.028
"71452",0.285
"71454",6.621
"71455",46.105
"71456",0.006
"71457",5.651
"71459",0.001
"71461",0.182
"71462",0
"36585",0
"36587",0.01
"36590",0
"36602",1.685
"36603",2.482
"36604",1.483
"36605",1.161
"36606",1.444
"36607",2.574
"36608",1.414
"36609",3.334
"36610",0.789
"36611",12.166
"36612",0.064
"46052",0.746
"46055",0.006
"46056",0
"46057",0
"46058",0
"46060",1.897
"46062",3.898
"46063",0
"46064",0.245
"46065",0.215
"22572",4.791
"49729",0.685
"22576",0.011
"49730",17.134
"22578",0.33
"22579",0
"22580",4.474
"49733",69.504
"22601",5.858
"49735",17.162
"49736",21.476
"22602",0.41
"22603",0.742
"22610",36.475
"22611",0.215
"22620",3.363
"22623",5.024
"49738",66.136
"22624",0.331
"22625",0.005
"22627",25.263
"49740",24.115
"49743",14.856
"49744",1.288
"49745",38.587
"49746",23.518
"49747",5.13
"49748",49.409
"22630",11.255
"22637",0
"22639",0.001
"22640",22.89
"22641",0
"49749",35.752
"22642",18.594
"99037",0.652
"99039",0
"99040",0
"99101",13.351
"99102",0
"99103",3.582
"99105",0.507
"99109",35.545
"99110",0
"99111",1.047
"99113",3.034
"99114",30.372
"99115",6.32
"99116",1.883
"99117",7.091
"99118",49.22
"99119",62.147
"99121",66.064
"99122",11.202
"99123",44.128
"99124",0.16
"99125",5.436
"99126",0.772
"99129",3.703
"99130",0
"99131",0
"99133",15.73
"99134",3.267
"85757",8.866
"92110",11.674
"92111",14.352
"85901",53.382
"92113",4.696
"85911",0.064
"85912",3.327
"85920",92.833
"92114",7.053
"85922",99.617
"85923",85.869
"92115",3.441
"85924",8.463
"92116",7.51
"85925",43.771
"85926",0.202
"92117",13.116
"85927",95.658
"92118",13.419
"85928",49.53
"92119",53.428
"92120",16.815
"85929",64.249
"92121",21.888
"85930",8.943
"92122",4.792
"85931",98.842
"92123",4.416
"85932",88.128
"92124",46.467
"85933",86.108
"92126",14.126
"85934",89.727
"85935",39.7
"92127",20.934
"92128",11.82
"92129",33.842
"80820",38.056
"70729",0
"70730",0.084
"75460",6.901
"70732",0
"70733",0
"72068",0.62
"84646",8.564
"72069",26.33
"73521",0.094
"84647",20.928
"72070",2.954
"72072",0
"84648",34.327
"73526",0
"72073",27.203
"72074",0
"84649",52.302
"62471",0.307
"44217",1.308
"38015",6.465
"62473",0
"62474",0
"62475",0
"62476",0.111
"54026",8.675
"62255",0.959
"54027",0
"54028",0
"54082",3.424
"62257",0.614
"54101",14.612
"54102",36.143
"54103",52.102
"62258",2.203
"62260",0.996
"62261",7.592
"54104",57.133
"62262",0.102
"54106",2.294
"54107",10.341
"62263",1.624
"54110",9.161
"54111",0.078
"16364",8.562
"16365",38.242
"16370",35.692
"16371",6.31
"68520",0.031
"68521",5.395
"68522",18.477
"68523",4.538
"68524",11.045
"68526",2.684
"68527",0.889
"68528",2.352
"68531",0.198
"68532",0
"68601",0.787
"68620",0
"68621",0.524
"68622",0
"68623",0
"68624",0.001
"22304",7.546
"43215",6.413
"59801",3.77
"43217",0
"22305",10.936
"49657",3.179
"22306",32.723
"37204",1.65
"22307",24.701
"22308",20.591
"37205",0.932
"49868",63.663
"22969",0
"49870",50.61
"22971",0
"49871",0.119
"22972",0
"49872",13.713
"49873",10.946
"49874",0.159
"22973",27.83
"49876",1.189
"49877",72.232
"22974",0
"22976",61.958
"43701",8.732
"64146",39.368
"66968",0.283
"65742",1.135
"65744",53.778
"58504",15.462
"64147",0
"64149",16.403
"64150",1.013
"58643",32.906
"64151",3.145
"58645",57.73
"64152",2.802
"64153",4.004
"58646",0.01
"64154",1.862
"64155",2.676
"58647",3.416
"64156",2.827
"97402",16.62
"97403",9.388
"97404",3.903
"97405",16.954
"97406",96.244
"97408",8.889
"97410",62.051
"97411",11.584
"97412",50.115
"97413",97.435
"97414",18.729
"97415",36.059
"97416",30.831
"97417",20.199
"97419",19.463
"97420",15.329
"97423",8.875
"97424",20.509
"97426",11.743
"97429",48.887
"97430",75.754
"97431",29.684
"97434",49.028
"97435",23.496
"97436",39.87
"97437",9.699
"97438",38.183
"97439",67.351
"97441",74.06
"97442",40.48
"97443",37.748
"97444",28.16
"97446",10.651
"97447",87.036
"97448",7.059
"97449",1.896
"97450",9.181
"97451",36.383
"97452",51.668
"97453",53.922
"39350",1.373
"39352",0
"39354",2.848
"39355",0.485
"39356",0
"39358",0
"39359",0
"39360",0
"39361",0
"39362",7.988
"39363",0
"39364",0
"39365",0
"39366",0
"39367",13.878
"39401",13.38
"39402",0
"39406",3.967
"39421",0
"54216",3.64
"62366",5.027
"62367",0.056
"54217",0.443
"62370",0.954
"62373",0
"62374",0.215
"62375",2.323
"62376",7.405
"62378",1.964
"62379",2.434
"62380",0.135
"23938",0.521
"04021",2.956
"04022",5.337
"04024",12.6
"04027",0.129
"04029",5.123
"04030",0.012
"04032",1.261
"04037",11.564
"04038",0.752
"04039",3.438
"04040",0.362
"04041",3.408
"04042",5.931
"04043",12.858
"04046",5.296
"04047",0
"04048",0.757
"04049",8.673
"04050",1.201
"04051",1.656
"04055",3.266
"04056",2.222
"16650",23.641
"16651",0.463
"16652",23.4
"16655",30.659
"16656",14.053
"16657",49.5
"16659",0
"16661",0
"16662",14.826
"16664",10.292
"16665",0
"16666",2.18
"16667",0.024
"16668",24.79
"16669",47.083
"16670",0
"16671",7.918
"16672",0
"16673",6.866
"16674",14.732
"16677",3.534
"16678",46.875
"16679",0.295
"16680",16.64
"38117",4.113
"38118",2.095
"38119",2.885
"38120",32.018
"38122",4.42
"38125",2.775
"38126",0.521
"38127",5.16
"38128",7.541
"38131",0
"38132",0
"38133",1.305
"38134",19.672
"38135",6.217
"38138",3.785
"38139",4.927
"38141",0.397
"38152",0
"38201",0.977
"38220",2.742
"38221",5.859
"38222",1.976
"38224",0
"38225",0
"38226",0
"38229",0
"38230",5.628
"38231",0
"38232",7.15
"38233",12.82
"38235",0
"38236",0
"54559",36.547
"54560",72.931
"71463",0.554
"71465",0
"71466",20.841
"71467",45.059
"71468",57.795
"71469",1.949
"71472",16.913
"71473",0
"71474",1.965
"71479",0.054
"71480",0
"71483",31.858
"71485",78.688
"71486",1.522
"95448",5.997
"95449",4.649
"95450",32.988
"95451",9.737
"95452",39.68
"95453",12.604
"95454",14.165
"95456",20.079
"95457",37.357
"95458",80.583
"95459",5.537
"95460",49.883
"95461",7.645
"95462",11.138
"95463",0.532
"95464",3.022
"95465",31.024
"95466",1.49
"95467",0
"95468",3.698
"95469",39.433
"95470",2.273
"95471",0
"95472",3.722
"95476",13.051
"95482",13.021
"95485",52.581
"46068",0.248
"46069",0.062
"46070",0
"46071",0.004
"46072",0.054
"46074",2.209
"46075",0.236
"46076",0
"46077",2.344
"46103",0
"46104",0
"46105",5.777
"46106",0.023
"46107",2.889
"46110",0
"46111",0
"46112",0.493
"46113",0.031
"46115",0
"46117",0
"46118",0
"46120",1.441
"46121",0.057
"46122",0.225
"46123",1.197
"46124",6.275
"46125",0
"46126",0
"46127",0
"46128",0
"46130",0
"46131",2.425
"22643",0
"22644",18.059
"49751",46.202
"49752",51.26
"22645",1.388
"22646",0
"22650",43.513
"49753",11.616
"22652",51.901
"22654",56.541
"49755",23.902
"22655",1.295
"22656",0.397
"49756",50.835
"49757",19.302
"22657",5.022
"22660",0.435
"22663",2.718
"49759",27.649
"49760",80.041
"22664",19.426
"49762",57.65
"49764",0
"22701",0.334
"22709",0
"22711",0
"49765",48.111
"22712",0
"22713",0
"49766",14.89
"22714",6.915
"22715",0
"22716",0
"49768",66.315
"22718",2.964
"68072",0
"68073",0.383
"68102",7.935
"68104",5.633
"68105",3.475
"68106",7.008
"68107",7.841
"68108",11.763
"68110",10.513
"68111",5.094
"68112",12.106
"68113",0.052
"68114",3.167
"99135",3.434
"99136",0
"99137",3.154
"99138",0.01
"99139",74.104
"99140",0.001
"99141",51.572
"99143",1.152
"99144",1.862
"99146",92.421
"99147",1.11
"99148",2.015
"99149",1.708
"99150",43.199
"99151",0
"99152",12.509
"99153",91.199
"99154",5.047
"99155",0.372
"99156",22.01
"99157",3.592
"99158",0.199
"99159",5.16
"99160",93.382
"99161",0
"99163",0.263
"99164",0
"99166",49.332
"99167",0.187
"99169",2.912
"99170",0.248
"99171",1.369
"99173",3.036
"41604",0
"80821",0.425
"80822",0
"70734",0
"70736",0
"80823",0.408
"75462",0.192
"80824",0.1
"75468",0
"75469",0
"75470",0
"75471",0
"80825",0
"75472",0.004
"80827",82.367
"75473",3.101
"70737",0.361
"70739",2.186
"70740",6.807
"80828",0
"70743",0
"80829",51.519
"70744",0.314
"80830",0
"70747",0
"75474",0.567
"75475",0
"75476",0
"70748",0.264
"70749",0
"75477",0
"75478",0
"70750",8.898
"70752",0
"75479",0
"80831",1.446
"62264",19.865
"54112",0
"54113",9.39
"62265",0.16
"62266",0
"62268",0
"54114",25.851
"62269",3.07
"62271",0.544
"62272",12.099
"62273",0
"54115",0.638
"62274",8.176
"54119",62.826
"54120",62.376
"62275",0
"62277",3.611
"54121",48.69
"54123",1.512
"62278",3.899
"62279",100
"62280",20.623
"54124",0.37
"62281",0.098
"79105",0
"79106",2.264
"79107",6.079
"79108",1.436
"79109",6.047
"79110",0.193
"79111",0
"79118",3.68
"79119",0.079
"79121",0.399
"79124",0.019
"79201",0.028
"79220",0
"79225",0
"08034",2.403
"08035",7.527
"21403",5.892
"21405",4.285
"08036",18.078
"21409",11.719
"08037",29.923
"68626",0.412
"68627",0
"68628",0
"68629",0
"68631",0
"68632",0.035
"68633",0
"68634",0
"68635",0.91
"68636",0.138
"68637",0.081
"68638",0.012
"68640",2.17
"68641",0
"68642",0
"68643",0.901
"68644",0
"68647",0.174
"68648",0
"68649",0.021
"68651",0
"68652",0
"68653",1.686
"68654",0
"68655",0
"68658",0.177
"68659",0
"68660",0.038
"68661",0.328
"68662",0.133
"68663",0.405
"68664",0
"68665",0
"68666",0
"68667",0
"68669",0
"68701",0.529
"68710",0
"68711",0.18
"68713",0.082
"43711",0
"49878",56.176
"49879",9.555
"49880",38.916
"22980",12.14
"22989",0
"49881",31.617
"43713",11.184
"43716",0.278
"43717",0.713
"49883",78.789
"49884",75.983
"43718",4.923
"23002",1.326
"49885",31.681
"49886",0.407
"23004",0
"43719",0.521
"43720",15.781
"43721",0
"72470",0.659
"64157",4.976
"64158",1.116
"64161",0
"64163",0
"64164",0
"64165",0
"64166",0
"58650",1.183
"64167",0
"64192",0
"64401",2.19
"64402",0.007
"64420",0
"58651",12.885
"64421",11.468
"64422",0
"64423",0.009
"58652",0.798
"64424",1.367
"97454",35.763
"97455",12.894
"97456",14.725
"97457",30.33
"97458",31.85
"97459",25.792
"97461",30.026
"97462",20.491
"97463",71.565
"97465",55.726
"97466",30.514
"97467",28.507
"97469",38.232
"97470",4.97
"97471",13.576
"88119",3.693
"97623",34.517
"97624",50.426
"97625",36.503
"97626",14.739
"97627",18.757
"97630",43.916
"97632",6.24
"97633",1.959
"97634",0
"97635",39.055
"97636",47.273
"97637",63.03
"97638",60.319
"97639",24.664
"97640",79.899
"97641",62.039
"97701",72.533
"97702",35.91
"97707",69.178
"97710",86.529
"97711",11.296
"23942",16.058
"23943",0
"23944",0.157
"23947",0.087
"23950",0.01
"23952",0
"23954",0.55
"23958",0.225
"23959",0
"23960",5.568
"23962",0.952
"23963",0
"23964",0
"23966",5.137
"23967",0.148
"23968",0
"23970",0.205
"23974",0.204
"23976",0
"24011",7.662
"24012",5.21
"24013",7.585
"24014",13.776
"24015",5.801
"24016",6.915
"54768",10.117
"54769",0.101
"54770",0.547
"54771",14.487
"54772",1.987
"54561",86.163
"38237",0.174
"54562",42.076
"38240",0.571
"54563",0.49
"38241",0.017
"54564",53.552
"54565",71.86
"54566",63.607
"54568",56.787
"38242",3.293
"38251",0
"38253",13.248
"38254",31.598
"38255",14.358
"38256",10.356
"54601",5.888
"38257",0.008
"38258",2.024
"38259",12.302
"54603",4.382
"38260",0.391
"54610",3.875
"54611",0.393
"54612",0.489
"38261",9.664
"54613",7.669
"54614",3.312
"38301",1.258
"54615",44.742
"54616",1.692
"54618",16.896
"54619",0.735
"54621",0.187
"38305",1.78
"44629",0.069
"54622",2.923
"62814",0
"54623",0.722
"62815",0
"38310",1.894
"95486",0
"95488",0.452
"95490",15.441
"95492",2.921
"95493",0.04
"95494",4.046
"95497",8.97
"95501",14.864
"95503",2.86
"95511",0.182
"95514",3.465
"84536",0.352
"85003",9.187
"85004",4.649
"85006",1.215
"85007",9.562
"85008",20.444
"85009",1.271
"85012",5.998
"85013",2.778
"85014",2.02
"85015",3.574
"85016",18.031
"07310",0.113
"07311",0.676
"07401",9.751
"20785",8.658
"07403",23.553
"20794",5.043
"99174",0
"99176",0
"99179",3.633
"99180",29.433
"99181",0.951
"99185",1.494
"99201",15.059
"99202",3.098
"99203",6.446
"99204",5.734
"99205",10.97
"99206",5.825
"99207",2.268
"99208",10.196
"99212",3.965
"99216",5.077
"99217",2.591
"99218",2.174
"99223",2.355
"99224",7.485
